品名,最低价,平均价,最高价,规格,单位,发布日期
红心蜜柚,3.50,3.65,3.80,普通,斤,2014-12-13
贡柑,3.50,5.00,6.50,普通,斤,2014-12-13
小叶桔,1.20,1.55,1.90,普通,斤,2014-12-13
芦柑,1.50,1.75,2.00,普通,斤,2014-12-13
小金桔,2.20,4.35,6.50,普通,斤,2014-12-13
血橙,2.50,2.75,3.00,普通,斤,2014-12-13
黄岩叶桔,1.60,1.90,2.20,普通,斤,2014-12-13
鄂、湘、川脐橙,1.40,1.90,2.40,普通,斤,2014-12-13
赣南脐橙Ф70-Ф95,2.00,2.85,3.70,普通,斤,2014-12-13
丑橘,3.00,3.75,4.50,普通,斤,2014-12-13
沙糖桔(中果）,4.50,4.75,5.00,普通,斤,2014-12-13
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2014-12-13
广西南丰蜜桔,2.60,2.80,3.00,普通,斤,2014-12-13
蜜桔,0.70,0.95,1.20,普通,斤,2014-12-13
酥梨,1.30,1.55,1.80,普通,斤,2014-12-13
红皮梨,4.50,5.00,5.50,普通,斤,2014-12-13
五九香,1.20,1.40,1.60,普通,斤,2014-12-13
红香酥梨,2.00,2.20,2.40,普通,斤,2014-12-13
库尔勒香梨,3.00,3.45,3.90,普通,斤,2014-12-13
红霄梨,1.50,2.00,2.50,普通,斤,2014-12-13
丰水梨,2.30,2.40,2.50,普通,斤,2014-12-13
南果梨,2.20,3.35,4.50,普通,斤,2014-12-13
皇冠梨（标箱）,1.80,2.90,4.00,普通,斤,2014-12-13
雪花梨,1.70,1.75,1.80,普通,斤,2014-12-13
鸭梨,1.50,1.85,2.20,普通,斤,2014-12-13
山楂,1.50,2.40,3.30,普通,斤,2014-12-13
黑枣,3.50,4.00,4.50,普通,斤,2014-12-13
桑葚,5.50,5.75,6.00,普通,斤,2014-12-13
石榴（云南）,3.00,4.00,5.00,普通,斤,2014-12-13
石榴（四川）,2.00,3.50,5.00,普通,斤,2014-12-13
柠檬,6.00,6.50,7.00,普通,斤,2014-12-13
甘蔗,1.00,1.10,1.20,普通,斤,2014-12-13
磨盘柿子,1.10,1.35,1.60,普通,斤,2014-12-13
柿饼,5.00,6.50,8.00,普通,斤,2014-12-13
木瓜,3.20,3.35,3.50,普通,斤,2014-12-13
油栗,6.00,7.00,8.00,普通,斤,2014-12-13
板栗,3.20,3.60,4.00,普通,斤,2014-12-13
法兰帝草莓,8.00,9.50,11.00,普通,斤,2014-12-13
甜宝(奶油)草莓,17.00,17.50,18.00,普通,斤,2014-12-13
丰香草莓,13.00,14.50,16.00,普通,斤,2014-12-13
红颜草莓,15.00,17.00,19.00,普通,斤,2014-12-13
冬枣,2.50,4.75,7.00,普通,斤,2014-12-13
箱装菠萝,1.90,2.00,2.10,普通,斤,2014-12-13
越南香芒,5.50,5.75,6.00,普通,斤,2014-12-13
熟台农大芒果,15.00,15.50,16.00,普通,斤,2014-12-13
熟台农小芒果,10.00,10.50,11.00,普通,斤,2014-12-13
生台农大芒果,13.00,13.50,14.00,普通,斤,2014-12-13
生台农小芒果,7.50,7.75,8.00,普通,斤,2014-12-13
红宝石葡萄,8.00,9.25,10.50,普通,斤,2014-12-13
玫瑰香,7.00,0.00,7.50,普通,斤,2014-12-13
黑提葡萄（夏黑）,9.00,9.00,9.00,普通,斤,2014-12-13
木纳格,4.00,4.25,4.50,普通,斤,2014-12-13
龙眼葡萄,2.70,2.85,3.00,普通,斤,2014-12-13
马奶,6.50,7.25,8.00,普通,斤,2014-12-13
红提葡萄,4.50,7.00,9.50,普通,斤,2014-12-13
巨峰葡萄,3.00,3.75,4.50,普通,斤,2014-12-13
王林苹果,2.40,2.50,2.60,普通,斤,2014-12-13
秦冠（箱）,2.20,2.45,2.70,普通,斤,2014-12-13
国光,1.00,1.60,2.20,普通,斤,2014-12-13
新疆冰糖心(Φ80以上）,5.00,5.20,5.40,普通,斤,2014-12-13
花牛(Φ70-85),2.30,3.25,4.20,普通,斤,2014-12-13
黄元帅,2.20,2.45,2.70,普通,斤,2014-12-13
富士（纸袋Φ85）,3.80,4.65,5.50,普通,斤,2014-12-13
富士（膜袋Φ70-85）,1.50,1.85,2.20,普通,斤,2014-12-13
富士（纸袋Φ70<85）,2.70,3.85,5.00,普通,斤,2014-12-13
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2014-12-13
西州密,2.80,3.05,3.30,普通,斤,2014-12-13
久红瑞,2.50,2.55,2.60,普通,斤,2014-12-13
状元王,2.90,2.95,3.00,普通,斤,2014-12-13
长香玉,2.60,2.70,2.80,普通,斤,2014-12-13
黄金瓜（金蜜）,2.20,2.30,2.40,普通,斤,2014-12-13
哈密瓜,2.90,2.95,3.00,普通,斤,2014-12-13
山楂,1.50,2.40,3.30,普通,斤,2014-12-14
黑枣,3.50,4.00,4.50,普通,斤,2014-12-14
桑葚,5.50,5.75,6.00,普通,斤,2014-12-14
石榴（云南）,3.00,4.00,5.00,普通,斤,2014-12-14
石榴（四川）,2.00,3.50,5.00,普通,斤,2014-12-14
柠檬,6.00,6.50,7.00,普通,斤,2014-12-14
甘蔗,1.00,1.10,1.20,普通,斤,2014-12-14
磨盘柿子,1.10,1.35,1.60,普通,斤,2014-12-14
柿饼,5.00,6.50,8.00,普通,斤,2014-12-14
木瓜,2.70,2.85,3.00,普通,斤,2014-12-14
油栗,6.00,7.00,8.00,普通,斤,2014-12-14
板栗,3.20,3.60,4.00,普通,斤,2014-12-14
法兰帝草莓,8.00,9.50,11.00,普通,斤,2014-12-14
甜宝(奶油)草莓,17.00,17.50,18.00,普通,斤,2014-12-14
丰香草莓,13.00,14.50,16.00,普通,斤,2014-12-14
红颜草莓,15.00,17.00,19.00,普通,斤,2014-12-14
冬枣,2.50,4.75,7.00,普通,斤,2014-12-14
箱装菠萝,1.90,2.00,2.10,普通,斤,2014-12-14
越南香芒,5.50,5.75,6.00,普通,斤,2014-12-14
熟台农大芒果,15.00,15.50,16.00,普通,斤,2014-12-14
熟台农小芒果,10.00,10.50,11.00,普通,斤,2014-12-14
生台农大芒果,13.00,13.50,14.00,普通,斤,2014-12-14
生台农小芒果,7.50,7.75,8.00,普通,斤,2014-12-14
红宝石葡萄,8.00,9.25,10.50,普通,斤,2014-12-14
玫瑰香,7.00,0.00,7.50,普通,斤,2014-12-14
黑提葡萄（夏黑）,9.00,9.00,9.00,普通,斤,2014-12-14
木纳格,4.00,4.25,4.50,普通,斤,2014-12-14
龙眼葡萄,2.70,2.85,3.00,普通,斤,2014-12-14
马奶,6.50,7.25,8.00,普通,斤,2014-12-14
红提葡萄,4.50,7.00,9.50,普通,斤,2014-12-14
巨峰葡萄,3.00,3.75,4.50,普通,斤,2014-12-14
王林苹果,2.40,2.50,2.60,普通,斤,2014-12-14
秦冠（箱）,2.20,2.45,2.70,普通,斤,2014-12-14
国光,1.00,1.60,2.20,普通,斤,2014-12-14
新疆冰糖心(Φ80以上）,5.00,5.20,5.40,普通,斤,2014-12-14
花牛(Φ70-85),2.30,3.25,4.20,普通,斤,2014-12-14
黄元帅,2.20,2.45,2.70,普通,斤,2014-12-14
富士（纸袋Φ85）,3.80,4.65,5.50,普通,斤,2014-12-14
富士（膜袋Φ70-85）,1.50,1.85,2.20,普通,斤,2014-12-14
富士（纸袋Φ70<85）,2.70,3.85,5.00,普通,斤,2014-12-14
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2014-12-14
西州密,2.80,3.05,3.30,普通,斤,2014-12-14
久红瑞,2.50,2.55,2.60,普通,斤,2014-12-14
羊角蜜,5.00,5.00,5.00,普通,斤,2014-12-14
状元王,2.90,2.95,3.00,普通,斤,2014-12-14
长香玉,2.60,2.70,2.80,普通,斤,2014-12-14
黄金瓜（金蜜）,2.20,2.30,2.40,普通,斤,2014-12-14
哈密瓜,2.90,2.95,3.00,普通,斤,2014-12-14
泰国香蕉,5.40,5.55,5.70,普通,斤,2014-12-14
南美、菲律宾香蕉,3.10,3.20,3.30,普通,斤,2014-12-14
国产香蕉,2.50,2.70,2.90,普通,斤,2014-12-14
风光西瓜,1.80,1.90,2.00,普通,斤,2014-12-14
甜王（境外）,1.15,1.20,1.25,普通,斤,2014-12-14
特小凤.小兰,2.40,2.45,2.50,普通,斤,2014-12-14
黑美人,1.50,1.55,1.60,普通,斤,2014-12-14
麒麟西瓜,2.80,3.00,3.20,普通,斤,2014-12-14
无籽小号-大号,1.00,1.05,1.10,普通,斤,2014-12-14
猕猴桃（秦美）,2.50,2.55,2.60,普通,斤,2014-12-14
猕猴桃（海沃德）,3.50,4.25,5.00,普通,斤,2014-12-14
纽荷尔,1.40,2.10,2.80,普通,斤,2014-12-14
胡柚,1.20,1.23,1.25,普通,斤,2014-12-14
蜜柚,1.70,1.90,2.10,普通,斤,2014-12-14
红心蜜柚,3.50,3.65,3.80,普通,斤,2014-12-14
贡柑,3.50,5.00,6.50,普通,斤,2014-12-14
小叶桔,1.20,1.55,1.90,普通,斤,2014-12-14
芦柑,1.50,1.75,2.00,普通,斤,2014-12-14
小金桔,2.20,4.35,6.50,普通,斤,2014-12-14
血橙,2.50,2.75,3.00,普通,斤,2014-12-14
黄岩叶桔,1.60,1.90,2.20,普通,斤,2014-12-14
鄂、湘、川脐橙,1.60,2.00,2.40,普通,斤,2014-12-14
赣南脐橙Ф70-Ф95,2.00,2.85,3.70,普通,斤,2014-12-14
丑橘,3.00,3.75,4.50,普通,斤,2014-12-14
沙糖桔(中果）,4.30,4.65,5.00,普通,斤,2014-12-14
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2014-12-14
广西南丰蜜桔,2.60,2.80,3.00,普通,斤,2014-12-14
蜜桔,0.70,0.95,1.20,普通,斤,2014-12-14
酥梨,1.30,1.55,1.80,普通,斤,2014-12-14
红皮梨,4.50,5.00,5.50,普通,斤,2014-12-14
五九香,1.20,1.40,1.60,普通,斤,2014-12-14
红香酥梨,2.00,2.20,2.40,普通,斤,2014-12-14
库尔勒香梨,3.00,3.45,3.90,普通,斤,2014-12-14
红霄梨,1.50,2.00,2.50,普通,斤,2014-12-14
丰水梨,2.30,2.40,2.50,普通,斤,2014-12-14
南果梨,2.20,3.35,4.50,普通,斤,2014-12-14
皇冠梨（标箱）,1.80,2.90,4.00,普通,斤,2014-12-14
雪花梨,1.70,1.75,1.80,普通,斤,2014-12-14
鸭梨,1.50,1.85,2.20,普通,斤,2014-12-14
越南香芒,6.50,7.00,7.50,普通,斤,2014-12-15
熟台农大芒果,15.00,15.25,15.50,普通,斤,2014-12-15
熟台农小芒果,8.00,9.00,10.00,普通,斤,2014-12-15
生台农大芒果,13.00,13.50,14.00,普通,斤,2014-12-15
生台农小芒果,7.50,7.75,8.00,普通,斤,2014-12-15
红宝石葡萄,8.00,9.00,10.00,普通,斤,2014-12-15
玫瑰香,7.00,0.00,7.50,普通,斤,2014-12-15
木纳格,4.00,4.25,4.50,普通,斤,2014-12-15
龙眼葡萄,2.70,2.85,3.00,普通,斤,2014-12-15
马奶,6.50,7.25,8.00,普通,斤,2014-12-15
红提葡萄,4.50,7.25,10.00,普通,斤,2014-12-15
巨峰葡萄,3.00,3.50,4.00,普通,斤,2014-12-15
王林苹果,2.40,2.50,2.60,普通,斤,2014-12-15
秦冠（箱）,2.20,2.45,2.70,普通,斤,2014-12-15
国光,1.00,1.60,2.20,普通,斤,2014-12-15
新疆冰糖心(Φ80以上）,5.00,5.20,5.40,普通,斤,2014-12-15
花牛(Φ70-85),2.30,3.25,4.20,普通,斤,2014-12-15
黄元帅,2.20,2.45,2.70,普通,斤,2014-12-15
富士（纸袋Φ85）,3.80,4.65,5.50,普通,斤,2014-12-15
富士（膜袋Φ70-85）,1.50,1.85,2.20,普通,斤,2014-12-15
富士（纸袋Φ70<85）,2.70,3.85,5.00,普通,斤,2014-12-15
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2014-12-15
西州密,2.80,3.05,3.30,普通,斤,2014-12-15
久红瑞,2.50,2.55,2.60,普通,斤,2014-12-15
羊角蜜,5.00,5.00,5.00,普通,斤,2014-12-15
状元王,2.90,2.95,3.00,普通,斤,2014-12-15
长香玉,2.60,2.70,2.80,普通,斤,2014-12-15
黄金瓜（金蜜）,2.20,2.30,2.40,普通,斤,2014-12-15
哈密瓜,2.90,2.95,3.00,普通,斤,2014-12-15
泰国香蕉,5.40,5.55,5.70,普通,斤,2014-12-15
南美、菲律宾香蕉,3.10,3.20,3.30,普通,斤,2014-12-15
国产香蕉,2.50,2.70,2.90,普通,斤,2014-12-15
风光西瓜,1.80,1.90,2.00,普通,斤,2014-12-15
甜王（境外）,1.15,1.20,1.25,普通,斤,2014-12-15
特小凤.小兰,2.30,2.40,2.50,普通,斤,2014-12-15
黑美人,1.50,1.55,1.60,普通,斤,2014-12-15
麒麟西瓜,2.80,3.00,3.20,普通,斤,2014-12-15
无籽小号-大号,1.00,1.05,1.10,普通,斤,2014-12-15
猕猴桃（秦美）,2.50,2.55,2.60,普通,斤,2014-12-15
猕猴桃（海沃德）,3.50,4.25,5.00,普通,斤,2014-12-15
纽荷尔,1.40,2.10,2.80,普通,斤,2014-12-15
胡柚,1.20,1.23,1.25,普通,斤,2014-12-15
蜜柚,1.70,1.90,2.10,普通,斤,2014-12-15
红心蜜柚,3.50,3.65,3.80,普通,斤,2014-12-15
贡柑,3.50,5.00,6.50,普通,斤,2014-12-15
小叶桔,1.20,1.55,1.90,普通,斤,2014-12-15
芦柑,1.50,1.75,2.00,普通,斤,2014-12-15
小金桔,2.20,4.35,6.50,普通,斤,2014-12-15
血橙,2.50,2.75,3.00,普通,斤,2014-12-15
黄岩叶桔,1.60,1.90,2.20,普通,斤,2014-12-15
鄂、湘、川脐橙,1.60,2.00,2.40,普通,斤,2014-12-15
赣南脐橙Ф70-Ф95,2.00,2.85,3.70,普通,斤,2014-12-15
丑橘,3.00,3.75,4.50,普通,斤,2014-12-15
沙糖桔(中果）,4.30,4.50,4.70,普通,斤,2014-12-15
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2014-12-15
广西南丰蜜桔,2.60,2.80,3.00,普通,斤,2014-12-15
蜜桔,0.80,1.00,1.20,普通,斤,2014-12-15
酥梨,1.30,1.55,1.80,普通,斤,2014-12-15
红皮梨,4.50,5.00,5.50,普通,斤,2014-12-15
五九香,1.20,1.40,1.60,普通,斤,2014-12-15
红香酥梨,2.00,2.20,2.40,普通,斤,2014-12-15
库尔勒香梨,3.00,3.45,3.90,普通,斤,2014-12-15
红霄梨,1.50,2.00,2.50,普通,斤,2014-12-15
丰水梨,2.30,2.40,2.50,普通,斤,2014-12-15
南果梨,2.20,3.35,4.50,普通,斤,2014-12-15
皇冠梨（标箱）,1.80,2.90,4.00,普通,斤,2014-12-15
雪花梨,1.70,1.75,1.80,普通,斤,2014-12-15
鸭梨,1.50,1.85,2.20,普通,斤,2014-12-15
山楂,1.50,2.40,3.30,普通,斤,2014-12-15
黑枣,3.50,4.00,4.50,普通,斤,2014-12-15
桑葚,5.00,5.25,5.50,普通,斤,2014-12-15
石榴（云南）,3.00,4.00,5.00,普通,斤,2014-12-15
石榴（四川）,2.00,3.50,5.00,普通,斤,2014-12-15
柠檬,6.00,6.50,7.00,普通,斤,2014-12-15
甘蔗,1.10,1.15,1.20,普通,斤,2014-12-15
磨盘柿子,1.10,1.35,1.60,普通,斤,2014-12-15
柿饼,5.00,6.50,8.00,普通,斤,2014-12-15
木瓜,2.70,2.85,3.00,普通,斤,2014-12-15
油栗,6.00,7.00,8.00,普通,斤,2014-12-15
板栗,3.20,3.60,4.00,普通,斤,2014-12-15
法兰帝草莓,7.50,8.75,10.00,普通,斤,2014-12-15
甜宝(奶油)草莓,16.00,17.00,18.00,普通,斤,2014-12-15
丰香草莓,13.00,13.50,14.00,普通,斤,2014-12-15
红颜草莓,15.00,16.50,18.00,普通,斤,2014-12-15
奶油大青枣,4.00,4.50,5.00,普通,斤,2014-12-15
冬枣,2.50,4.75,7.00,普通,斤,2014-12-15
箱装菠萝,1.90,2.00,2.10,普通,斤,2014-12-15
越南香芒,6.50,7.00,7.50,普通,斤,2014-12-16
熟台农大芒果,15.00,15.25,15.50,普通,斤,2014-12-16
熟台农小芒果,8.00,9.00,10.00,普通,斤,2014-12-16
生台农大芒果,13.00,13.50,14.00,普通,斤,2014-12-16
生台农小芒果,7.50,7.75,8.00,普通,斤,2014-12-16
红宝石葡萄,8.00,9.00,10.00,普通,斤,2014-12-16
玫瑰香,7.00,0.00,7.50,普通,斤,2014-12-16
木纳格,4.00,4.25,4.50,普通,斤,2014-12-16
龙眼葡萄,2.70,2.85,3.00,普通,斤,2014-12-16
马奶,6.50,7.25,8.00,普通,斤,2014-12-16
红提葡萄,4.50,7.25,10.00,普通,斤,2014-12-16
巨峰葡萄,3.00,3.60,4.20,普通,斤,2014-12-16
王林苹果,2.40,2.50,2.60,普通,斤,2014-12-16
秦冠（箱）,2.20,2.45,2.70,普通,斤,2014-12-16
国光,1.00,1.60,2.20,普通,斤,2014-12-16
新疆冰糖心(Φ80以上）,5.00,5.20,5.40,普通,斤,2014-12-16
花牛(Φ70-85),2.30,3.25,4.20,普通,斤,2014-12-16
黄元帅,2.20,2.45,2.70,普通,斤,2014-12-16
富士（纸袋Φ85）,3.80,4.65,5.50,普通,斤,2014-12-16
富士（膜袋Φ70-85）,1.50,1.85,2.20,普通,斤,2014-12-16
富士（纸袋Φ70<85）,2.70,3.85,5.00,普通,斤,2014-12-16
翠宝甜瓜,2.50,3.00,3.50,普通,斤,2014-12-16
西州密,2.80,3.05,3.30,普通,斤,2014-12-16
久红瑞,2.50,2.55,2.60,普通,斤,2014-12-16
羊角蜜,5.00,5.00,5.00,普通,斤,2014-12-16
状元王,2.90,2.95,3.00,普通,斤,2014-12-16
长香玉,2.60,2.70,2.80,普通,斤,2014-12-16
黄金瓜（金蜜）,2.20,2.30,2.40,普通,斤,2014-12-16
哈密瓜,2.90,2.95,3.00,普通,斤,2014-12-16
泰国香蕉,5.40,5.55,5.70,普通,斤,2014-12-16
南美、菲律宾香蕉,3.10,3.20,3.30,普通,斤,2014-12-16
国产香蕉,2.50,2.70,2.90,普通,斤,2014-12-16
风光西瓜,1.80,1.90,2.00,普通,斤,2014-12-16
甜王（境外）,1.15,1.20,1.25,普通,斤,2014-12-16
特小凤.小兰,2.30,2.40,2.50,普通,斤,2014-12-16
黑美人,1.50,1.55,1.60,普通,斤,2014-12-16
麒麟西瓜,2.50,2.95,3.40,普通,斤,2014-12-16
无籽小号-大号,1.00,1.05,1.10,普通,斤,2014-12-16
猕猴桃（秦美）,2.50,2.55,2.60,普通,斤,2014-12-16
猕猴桃（海沃德）,3.50,4.25,5.00,普通,斤,2014-12-16
川紅桔,1.30,1.40,1.50,普通,斤,2014-12-16
胡柚,1.20,1.23,1.25,普通,斤,2014-12-16
蜜柚,1.70,1.90,2.10,普通,斤,2014-12-16
红心蜜柚,3.50,3.65,3.80,普通,斤,2014-12-16
贡柑,3.50,5.00,6.50,普通,斤,2014-12-16
小叶桔,1.20,1.40,1.60,普通,斤,2014-12-16
芦柑,1.50,1.75,2.00,普通,斤,2014-12-16
小金桔,2.20,4.35,6.50,普通,斤,2014-12-16
血橙,2.20,2.60,3.00,普通,斤,2014-12-16
黄岩叶桔,1.60,1.90,2.20,普通,斤,2014-12-16
鄂、湘、川脐橙,1.50,2.00,2.50,普通,斤,2014-12-16
赣南脐橙Ф70-Ф95,2.00,2.85,3.70,普通,斤,2014-12-16
丑橘,3.00,3.75,4.50,普通,斤,2014-12-16
沙糖桔(中果）,4.00,4.15,4.30,普通,斤,2014-12-16
江西南丰蜜桔,1.80,2.05,2.30,普通,斤,2014-12-16
广西南丰蜜桔,2.50,2.75,3.00,普通,斤,2014-12-16
蜜桔,0.80,1.00,1.20,普通,斤,2014-12-16
酥梨,1.30,1.55,1.80,普通,斤,2014-12-16
红皮梨,4.50,5.00,5.50,普通,斤,2014-12-16
五九香,1.20,1.40,1.60,普通,斤,2014-12-16
红香酥梨,2.00,2.20,2.40,普通,斤,2014-12-16
库尔勒香梨,3.00,3.45,3.90,普通,斤,2014-12-16
红霄梨,1.50,2.00,2.50,普通,斤,2014-12-16
丰水梨,2.30,2.40,2.50,普通,斤,2014-12-16
南果梨,2.20,3.35,4.50,普通,斤,2014-12-16
皇冠梨（标箱）,1.80,2.90,4.00,普通,斤,2014-12-16
雪花梨,1.70,1.75,1.80,普通,斤,2014-12-16
鸭梨,1.50,1.85,2.20,普通,斤,2014-12-16
山楂,1.50,2.40,3.30,普通,斤,2014-12-16
黑枣,3.50,4.00,4.50,普通,斤,2014-12-16
桑葚,5.00,5.25,5.50,普通,斤,2014-12-16
石榴（云南）,3.00,4.00,5.00,普通,斤,2014-12-16
石榴（四川）,2.00,3.50,5.00,普通,斤,2014-12-16
柠檬,6.00,6.50,7.00,普通,斤,2014-12-16
甘蔗,1.10,1.15,1.20,普通,斤,2014-12-16
磨盘柿子,1.10,1.35,1.60,普通,斤,2014-12-16
柿饼,5.00,6.50,8.00,普通,斤,2014-12-16
木瓜,2.70,2.85,3.00,普通,斤,2014-12-16
油栗,6.00,7.00,8.00,普通,斤,2014-12-16
板栗,3.20,3.60,4.00,普通,斤,2014-12-16
法兰帝草莓,7.50,8.75,10.00,普通,斤,2014-12-16
甜宝(奶油)草莓,16.00,17.00,18.00,普通,斤,2014-12-16
丰香草莓,13.00,13.50,14.00,普通,斤,2014-12-16
红颜草莓,15.00,16.50,18.00,普通,斤,2014-12-16
奶油大青枣,4.00,4.50,5.00,普通,斤,2014-12-16
冬枣,2.50,4.75,7.00,普通,斤,2014-12-16
箱装菠萝,2.00,2.10,2.20,普通,斤,2014-12-16
富士（膜袋Φ70-85）,1.50,1.85,2.20,普通,斤,2014-12-17
富士（纸袋Φ70<85）,2.70,3.85,5.00,普通,斤,2014-12-17
翠宝甜瓜,2.50,3.00,3.50,普通,斤,2014-12-17
西州密,2.50,3.00,3.50,普通,斤,2014-12-17
久红瑞,2.50,2.55,2.60,普通,斤,2014-12-17
羊角蜜,5.00,5.00,5.00,普通,斤,2014-12-17
状元王,2.80,2.85,2.90,普通,斤,2014-12-17
长香玉,2.50,2.75,3.00,普通,斤,2014-12-17
黄金瓜（金蜜）,1.70,1.80,1.90,普通,斤,2014-12-17
哈密瓜,2.90,2.95,3.00,普通,斤,2014-12-17
泰国香蕉,5.40,5.55,5.70,普通,斤,2014-12-17
南美、菲律宾香蕉,3.10,3.20,3.30,普通,斤,2014-12-17
国产香蕉,2.50,2.70,2.90,普通,斤,2014-12-17
风光西瓜,1.80,1.90,2.00,普通,斤,2014-12-17
甜王（境外）,1.30,1.40,1.50,普通,斤,2014-12-17
特小凤.小兰,2.30,2.35,2.40,普通,斤,2014-12-17
黑美人,1.70,1.75,1.80,普通,斤,2014-12-17
麒麟西瓜,2.50,2.95,3.40,普通,斤,2014-12-17
无籽小号-大号,1.30,1.40,1.50,普通,斤,2014-12-17
猕猴桃（秦美）,2.50,2.55,2.60,普通,斤,2014-12-17
猕猴桃（海沃德）,3.50,4.25,5.00,普通,斤,2014-12-17
川紅桔,1.30,1.40,1.50,普通,斤,2014-12-17
胡柚,1.20,1.25,1.30,普通,斤,2014-12-17
蜜柚,1.70,1.90,2.10,普通,斤,2014-12-17
红心蜜柚,3.50,3.65,3.80,普通,斤,2014-12-17
贡柑,3.50,5.00,6.50,普通,斤,2014-12-17
小叶桔,1.20,1.40,1.60,普通,斤,2014-12-17
芦柑,1.50,1.75,2.00,普通,斤,2014-12-17
小金桔,2.20,4.35,6.50,普通,斤,2014-12-17
血橙,2.20,2.60,3.00,普通,斤,2014-12-17
黄岩叶桔,1.60,1.90,2.20,普通,斤,2014-12-17
鄂、湘、川脐橙,1.50,2.00,2.50,普通,斤,2014-12-17
赣南脐橙Ф70-Ф95,2.00,2.85,3.70,普通,斤,2014-12-17
丑橘,3.00,3.75,4.50,普通,斤,2014-12-17
沙糖桔(中果）,4.00,4.15,4.30,普通,斤,2014-12-17
江西南丰蜜桔,1.80,2.05,2.30,普通,斤,2014-12-17
广西南丰蜜桔,2.50,2.75,3.00,普通,斤,2014-12-17
蜜桔,0.80,1.00,1.20,普通,斤,2014-12-17
酥梨,1.30,1.55,1.80,普通,斤,2014-12-17
红皮梨,4.50,5.00,5.50,普通,斤,2014-12-17
五九香,1.20,1.40,1.60,普通,斤,2014-12-17
红香酥梨,2.00,2.20,2.40,普通,斤,2014-12-17
库尔勒香梨,3.00,3.45,3.90,普通,斤,2014-12-17
红霄梨,1.50,2.00,2.50,普通,斤,2014-12-17
丰水梨,2.30,2.40,2.50,普通,斤,2014-12-17
南果梨,2.20,3.35,4.50,普通,斤,2014-12-17
皇冠梨（标箱）,2.00,3.05,4.10,普通,斤,2014-12-17
雪花梨,1.70,1.75,1.80,普通,斤,2014-12-17
鸭梨,1.50,1.85,2.20,普通,斤,2014-12-17
山楂,1.50,2.40,3.30,普通,斤,2014-12-17
黑枣,5.00,5.00,5.00,普通,斤,2014-12-17
桑葚,5.00,5.25,5.50,普通,斤,2014-12-17
石榴（云南）,3.00,4.00,5.00,普通,斤,2014-12-17
石榴（四川）,2.00,3.50,5.00,普通,斤,2014-12-17
柠檬,6.00,6.50,7.00,普通,斤,2014-12-17
甘蔗,1.30,1.30,1.30,普通,斤,2014-12-17
磨盘柿子,1.00,1.30,1.60,普通,斤,2014-12-17
柿饼,5.20,6.50,7.80,普通,斤,2014-12-17
木瓜,2.70,2.85,3.00,普通,斤,2014-12-17
油栗,6.00,7.00,8.00,普通,斤,2014-12-17
板栗,3.20,3.60,4.00,普通,斤,2014-12-17
法兰帝草莓,5.00,7.50,10.00,普通,斤,2014-12-17
甜宝(奶油)草莓,16.00,17.00,18.00,普通,斤,2014-12-17
丰香草莓,11.00,12.00,13.00,普通,斤,2014-12-17
红颜草莓,12.00,14.50,17.00,普通,斤,2014-12-17
奶油大青枣,4.00,4.50,5.00,普通,斤,2014-12-17
冬枣,2.50,4.75,7.00,普通,斤,2014-12-17
箱装菠萝,2.20,2.25,2.30,普通,斤,2014-12-17
越南香芒,6.50,7.00,7.50,普通,斤,2014-12-17
熟台农大芒果,15.00,15.25,15.50,普通,斤,2014-12-17
熟台农小芒果,8.00,9.00,10.00,普通,斤,2014-12-17
生台农大芒果,13.00,13.50,14.00,普通,斤,2014-12-17
生台农小芒果,7.50,7.75,8.00,普通,斤,2014-12-17
红宝石葡萄,8.00,9.00,10.00,普通,斤,2014-12-17
玫瑰香,7.00,0.00,7.50,普通,斤,2014-12-17
木纳格,4.00,4.25,4.50,普通,斤,2014-12-17
龙眼葡萄,2.70,2.85,3.00,普通,斤,2014-12-17
马奶,6.50,7.25,8.00,普通,斤,2014-12-17
红提葡萄,4.50,7.25,10.00,普通,斤,2014-12-17
巨峰葡萄,3.00,3.60,4.20,普通,斤,2014-12-17
王林苹果,2.40,2.50,2.60,普通,斤,2014-12-17
秦冠（箱）,2.20,2.45,2.70,普通,斤,2014-12-17
国光,1.00,1.60,2.20,普通,斤,2014-12-17
新疆冰糖心(Φ80以上）,5.00,5.20,5.40,普通,斤,2014-12-17
花牛(Φ70-85),2.30,3.25,4.20,普通,斤,2014-12-17
黄元帅,2.20,2.45,2.70,普通,斤,2014-12-17
富士（纸袋Φ85）,3.80,4.65,5.50,普通,斤,2014-12-17
红颜草莓,12.00,14.50,17.00,普通,斤,2014-12-18
奶油大青枣,4.00,4.50,5.00,普通,斤,2014-12-18
冬枣,2.50,4.75,7.00,普通,斤,2014-12-18
箱装菠萝,1.60,1.80,2.00,普通,斤,2014-12-18
越南香芒,6.50,7.00,7.50,普通,斤,2014-12-18
熟台农大芒果,15.00,15.25,15.50,普通,斤,2014-12-18
熟台农小芒果,8.00,9.00,10.00,普通,斤,2014-12-18
